"","summary","date","country"
"195","Psychoanalysis is undergoing a revival after having been forced to margins of field where drug treatments and short-term talking therapies have come to predominate; threat of extinction has inspired a new vigor, a frenzy of self-examination and an uncharacteristic urge to reach out and connect with world at large; retrofitted psychoanalysis is humbler, hipper, more communicative, and considerably more tolerant than it has been since Freud first floated his revolutionary notions in Vienna; some of new faces in psychoanalysis are Dr Kimberlyn Leary, associate director of University of Michigan's Psychological Clinic, and Dr Robert Pyles, head of American Psychoanalytic Assn; photos (L)",1999,FALSE
"197","Article on rise in gang activity in Hempstead and other Long Island suburbs; Hempstead, unlike some others, acknowledges problem and is seeking ways to thwart gang-related drive-by shootings and other crimes; photos; map; chart (M)",1998,FALSE
"198","Murder of Matthew Shepard, a gay student in Laramie, Wyo, is galvanizing homosexuals around nation and shaking their complacency, impact reflected in participation by 5,000 people in loosely organized Manhattan demonstration; 1,000 people attend Manhattan prayer service for Shepard; photo (M)",1998,FALSE
"200","IOC is concerned at reports about dangerous new drug, perfluorocarbon metabolites (PFCs), which is believed to increase endurance of athletes; plans are under way for lab testing, even as researchers close in on method for detecting abuse of artificial hormone EPO (S)",1998,FALSE
"203","Connecticut Legislature's Transportation Committee leaders Repr Jacqueline Cocco and Sen Biagio Ciotto, citing rash of tractor-trailer and tanker truck accidents, appeal to Gov John Rowland for increase in state police traffic patrols on interstate highways; statistics show proportion of truck accidents has not increased (M)",1998,FALSE
"204","Senatorial candidate Rep Charles E Schumer campaigns across Queens and Brooklyn with Pres Clinton, appearing before elderly groups, Jewish Democrats and black ministers in communities where strong Democratic turnout is essential for Schumer to win; Sen Alfonse M D'Amato campaigns with Jack Kemp, former Congressman and Vice-Presidential candidate, as he also seeks to energize his core Republican supporters in visit to Buffalo; later, D'Amato joins Gov George E Pataki in final leg of their four-day tour of New York; photo (M)",1998,FALSE
"205","Article describes renovation of legendary police precinct house on Simpson Street in Bronx's 'Fort Apache' neighborhood; photo; maps (M)",1997,FALSE
"206","New Jersey Transportation Division reports decline in number of 'road rage' incidents since January 1997, when federal funds were allocated for public education, toll-free reporting hotline and increased police presence in trouble spots; cartoon (M)",1998,FALSE
"208","Article on village of Rowayton that, a few years ago, considered seceding from city of Norwalk, Conn; village, with population of 5,000, now has part-time police officer, Joseph Jensen, Rowayton resident and member of Norwalk force; photos; map (M)",1997,FALSE
"210","George Steinbrenner says gains in attendance could lead to discussions about keeping New York Yankees in Bronx; says if Yankees draw three million fans this season and could be guaranteed similar attendance in future, he would be willing to talk about staying in Yankee Stadium after team's lease expires in 2002; photo (M)",1998,FALSE
"212","New Jersey Attorney General, Peter Verniero, directs state's 21 county prosecutors to combat vigilantism by doing more to educate the public about Megan's Law; directive comes after shots were fired at Linden house where a paroled rapist lives (M)",1998,FALSE
"214","Americans and other foreigners are moving in to buy up 'packages' of bad loans held by Japanese banks, for around 10 cents on the dollar, and then trying to sell collateral that backs the loans; they either hope to get immediate profit or else to hold on and enjoy big gains when property market picks up; dividends throughout economy could be substantial: if foreign investors help increase liquidity in Japanese property market, banks could get rid of some of nation's bad debt--which is estimated at anywhere from $500 billion to $1 trillion; investors hope infusion of interest and cash could bolster real estate market and help bring about end to eight years of paralysis in Japanese economy; photos (M)",1998,FALSE
"216","Bob Tedeschi comment says NBA must address problem of violence and rioting to 'celebrate' title championships in cities like Chicago; photo of Colin Burns, 11-year-old boy who lost an eye when adult set off firework nearby (S)",1998,FALSE
"217","Article contends that four years after death of Rabbi Menachem Mendel Schneerson, charismatic Hasidic leader, his Lubavitch movement finds itself embarrassed by persistent group of his followers, mostly in Brooklyn, who stubbornly proclaim rabbi as Messiah and eagerly await his resurrection; Lubavitch officials dismiss these followers as fringe group whose views are not representative of Lubavitch; photo (M)",1998,FALSE
"218","Benjamin Development is building 220-unit rental housing project for people over 55 on 35 rural acres, Riverhead, NY; offers low rents made possible by innovative financing package that combines Federal low-income housing tax credits and below-market rate, tax-exempt bond financing provided through Riverhead Industrial Development Agency; photos (In the Region/Long Island) (M)",1998,FALSE
"219","Levi Strauss & Co, five years announcing that it would pull out of China because of what it called pervasive human rights violations, says it will expand its manufacturing in the country and start selling its clothing there; president-chief operating officer Peter A Jacobs says it is clear that the environment is getting better there; photo (L)",1998,FALSE
"220","Article on 'store wars' in Stoddard, NH, that has split loyalties of town's residents; controversy pits Eaton's General Store, fixture in area since 1950, against relatively new Mill Village Country Store, which was built by two Massachusetts residents in 1988; photo; map (M)",1998,FALSE
"221","Police in Japan tighten their heavy security for Olympics after rocket attack at Tokyo's main international airport; attack came as thousands of foreign athletes, officials and spectators were streaming into country for Nagano Games (M)",1998,FALSE
"222","Elizabeth Kolbert Metro Matters column examines debate over New York City police use of surveillance cameras in parks and other public areas as crime deterrence measure (M)",1998,FALSE
"223","Estimated group of 50 painters, printmakers and sculptors gathers in front of Metropolitan Museum of Art to protest New York City's effort to regulate what officials describe as unwieldy proliferation of street artists on strip of Fifth Avenue owned by Department of Parks; under new rules, city is issuing 24 permits a month, at $25 each, to artists who want to sell their works in front of Met; several rallying artists are arrested on charge of inciting a riot; photo (M)",1998,FALSE
"224","Some midsize United States cities have seen murder rates rise at time when rates are falling in many of largest cities; surges are often byproduct of drug activity; graphs; photo (M)",1998,FALSE
"225","'Don't ask, don't tell' policy in American military has created world of fear and deceit, alienating homosexuals from their fellow servicemen and from civilian gay world too; Pentagon figures indicate that number of homosexuals discharged has risen 67 percent since policy went into effect; Michele Benecke of Servicemembers Legal Defense Network sees this as proof that commanders are continuing to seek out homosexuals despite fact they are no longer supposed to; Pentagon denies this; homosexuals in military tell of having to measure every word they speak; say they must give appearance of being heterosexual, even inventing private lives that are not true, or else people will wonder; some use 'stunt babes,' women who agree to pose as girlfriends at military social events; military is adamant that it cannot allow homosexuals to serve openly without greatly compromising readiness and effectiveness of its troops; photos (L)",1998,FALSE
"227","One of latest signs that Jersey City's depressed business center is slowly rebounding is $7.5 million effort to spruce up Journal Square area; empty buildings and stores still pockmark area, but their numbers have fallen and rents are beginning to inch up; rendering; map of area's special improvement district (In the Region/New Jersey)",1998,FALSE
"228","Article on unused development rights, or air rights, that are keystone in almost every big construction project under way or being planned in Manhattan; photos (L)",1998,FALSE
"229","Tina Rosenberg article on plans for international tribunal in Hauge to try Bosnian Serb Dr Milan Kovacevic on genocide charges for his role in setting up concentration camps; tribunal, set up by United Nations Security Council in 1993, has become serious and even feared force for justice in Bosnia since last summer, when NATO and UN troops began arresting accused criminals; Kovacevic's lawyer, Dusan Vucicevic, Serb emigre to United States, plans to argue that Serbs of Prijedor were provoked by Muslim threats, reigning myth among many Serbs; his co-counsel, Anthony D'Amato opposes strategy; photos (L)",1998,FALSE
"230","* Citizens' groups across nation seeking to curtail sale of liquor face alcohol lobby that is aggressive, flush with cash and fortified with lessons from war on cigarettes; parents, educators and others, spurred by growing concerns over drunk driving, under-age drinking and alcohol-related crime are pressing for higher taxes, restrictions on advertising and crackdowns on problem outlets; alcohol lobby has managed to fend off these efforts, and public-health forces simply cannot compete, in terms of money, influence and connections; in Louisiana, influence of Beer Industry League is apparent in state's lax alcohol laws; George Brown, head of league, is generous donor at fund-raisers for state legislators; unlike tobacco, alcohol has not been hit with many personal-liability suits, and no state has sued industry to recoup medical costs incurred by alcohol abuse; even more important factor is industry's political power; Big Alcohol is richer, savvier and more influential than Big Tobacco; while tobacco is regional product, cultivated in handful of Southern states, alcohol has presence in nearly every state and city; photos (L)",1998,FALSE
"231","Portions of uptown Manhattan are barricaded while Pres Clinton raises money for Democratic Party on Upper West Side and Park Avenue; many New Yorkers seethe as they are barred from their appointed rounds as Clinton's entourage moves about city; photo (M)",1998,FALSE
"232","Television police shows are gradually letting female police officers play larger roles; actresses comment; photos (L)",1997,FALSE
"233","Organizers of series of men's fashion shows around Manhattan tighten security in wake of slaying of Gianni Versace in Miami Beach (S)",1997,FALSE
"234","Article on New Jersey Marine Police preparations for upcoming Labor Day weekend, which is expected to bring increase in number of intoxicated boaters; photo; map (M)",1997,FALSE
"235","Authorities on Long Island, NY, and computer experts, warning of high number of pornographic chat rooms on Internet, urge parents to become more computer literate in order to regain control over what their children are reading and responding to (M)",1997,FALSE
"236","Article on possibilities for future of downtown Newark, NJ, whose new New Jersey Performing Arts Center is set to open; leaders hope that its success will promote urban renewal; photo (L)",1997,FALSE
"237","New York City has lost its competitive edge in national economy, and few experts see much chance that city can reclaim it; New York seemingly has neither financial resources nor political will to make radical changes needed to attract sorts of businesses that fled to suburbs and Sun Belt; New York continues to dominate a variety of high-paying, high-profile service industries; drawbacks and bright spots of city's economy detailed; graphs; charts; photos (L)",1997,FALSE
"239","Ted Conover article on Lorna Kingston, one of many Caribbean immigrants who are increasingly providing home health care for aged New Yorkers, and Rose Enselman, 99, who is determined to stay independent despite increasing feebleness and delusions; focuses on loving care often provided under hard working conditions by aides like Kingston, who may be last human contact many of aged will have; photos (L)",1997,FALSE
"240","China and Taiwan intensify their battle for recognition in Central America; 14 of 30 countries that recognize Republic of China on Taiwan, rather than People's Republic of China in Beijing, as legitimate government of China are in Central American and the Caribbean; maneuvering is especially intense in Panama (M)",1997,FALSE
"241","Security experts and police offer advice on securing the home or apartment while away on vacation to deter burglars; drawing (M)",1997,FALSE
"242","Kenya's Pres Daniel arap Moi is gambling that pro-democracy opposition leaders lack popular support to weather the brutal crackdown he has launched against them; is also betting that Western powers will not abandon him; apparently sees opposition as too disorganized and splintered along ethnic lines to present viable alternative to his Government (M)",1997,FALSE
"243","James Traub article on Allen African Methodist Episcopal Church, St Albans, Queens, which draws its congregation from southeastern Queen's vast black middle-class community; discusses congregation's identification with worldly success of Rev Floyd Flake, who preaches self-reliance and 'values,' traditional oratory of pre-civil-rights black church; photos (L)",1997,FALSE
"244","London's New Scientist magazine is stirring up a fuss with article in current issue declaring that more airline passengers are dying from heart attacks and other medical emergencies on US carriers than in plane crashes; magazine cites Federal Aviation Administration figures released in February showing that there are about 14,000 medical emergencies each year on major US airlines; magazine reports estimated 350 passengers die each year aboard US carriers, compared with average of 118 passengers a year who have died in air crashes in this country since 1978; there are still some summer and fall bargain air fares for travelers who missed out on earlier sales, but they must be purchased no later than June 16; some bargains noted; passengers using T F Green Airport in Warwick, RI, which serves nearby Providence, can now avail themselves of in-flight meals; Aviation Consumer Action Project survey shows most airline companion fares, in which one passenger buys round-trip ticket at full fare and companion travels free on same flight, are a bargain (L)",1997,FALSE
"245","Attention Deficit Disorder, once diagnosed primarily in school-age children, is being diagnosed in record number of adults; several recent studies estimate between 6 million and 9.5 million Americans suffer from disorder, making it as common as severe clinical depression or drug abuse; after spotting it in generations of children, psychiatrists have only recently accepted that illness carries over into adulthood; at current pace, adults will receive 729,000 prescriptions in 1997 for Ritalin, mild stimulant used to treat disorder, compared with 217,000 in 1992; critics say illness is being overdiagnosed, and many question whether it really exists; of particular concern is growing use of Ritalin as recreational stimulant by college students and fast-track professionals; photos; graphs (M)",1997,FALSE
"248","Women have made significant electoral and leadership gains in Washington State Legislature, where they hold 22 of 49 seats, and many other state legislatures; political experts say gains represent logical electoral acceptance of women, who have spent decades working their way up political ladder; gains have yet to translate into passage of big agenda for women in Washington or elsewhere; map; graph; photos (L)",1997,FALSE
"249","Several apparent shortcomings of Connecticut's drunk-driving laws are brought to public attention by accident involving Olympic skater Oksana Baiul, who skidded of road in her Mercedes-Benz at almost 100 miles an hour in Bloomfield on Jan 12; her license was not suspended, even though test for alcohol levels given at hospital showed that 19-year-old skater's blood-alcohol level was far above level required to suspend license; because Baiul was injured, police sent her straight to hospital, and Connecticut law gives injured drunken drivers advantage over uninjured drivers; case discussed (M)",1997,FALSE
"250","Article on mayoral race in Los Angeles between Republican incumbent Richard J Riordan and State Sen Tom Hayden notes that Riordan enjoys 20-percentage-point lead in polls over his Democratic challenger; photo (M)",1997,FALSE
"252","Tens of thousands of Serb opposition demonstrators pour into streets in central Belgrade, defying Pres Slobodan Milosevic's warnings of police intervention; riot police block entrance to main square; photos; US blames Milosevic for violence that injured 38 people; Milosevic appears to be trying to gain control of situation that is spinning further out of his grasp, even as his isolation increases both internationally and at home (M)",1996,FALSE
"253","Council of Black Elected Democrats meets, New York City, to question mayoral aspirants; possible run by former Mayor David N Dinkins, who is traveling in South Africa, attracts attention; members say they do not expect Dinkins to run, but that his flirtation with candidacy will energize black electorate and help focus attention on need to defeat Mayor Rudolph W Giuliani (M)",1997,FALSE
"254","Peggy Orenstein article presents her diary entries since having her first mammogram at age 35 and discovering that she has breast cancer; they relate her decision to have a lumpectomy and radiation therapy, joining a support group for women under 40 with breast cancer and her coming to terms with her disease; photos (L)",1997,FALSE
"255","New York City Police Commissioner Howard Safir brings his campaign against drug dealing in Washington Heights to Santo Domingo, Dominican Republic; asks local officials for help in bringing Dominican fugitives to justice (M)",1996,FALSE
"256","Congregating by pre-teens in village center of Chappaqua, New York, in afternoons upsets some merchants and older residents; photos; supervised youth centers seem to have little appeal for exuberant youngsters enjoying new-found independence (S)",1996,FALSE
"258","New York City Schools Chancellor Rudy Crew says that reports of assault, robbery, weapons possession and other violent crimes in city's schools fell during last school year; says, however, that degree of improvement is not entirely clear because of changes in way Board of Education collected such statistics; photo; chart (M)",1996,FALSE
"259","Stray bullets from guns of drug traffickers are taking increasing toll among innocent bystanders in Rio de Janeiro; candidates in mayoral election campaign across city, even as rival drug gangs carry on parallel war for control of underworld; estimated 18 people were hit by stray bullets in last two years; crime has long been inescapable feature of life in Rio, but recent violence has spilled over into most expensive neighborhooods (S)",1996,FALSE
"261","Analysis: US continues to be deeply involved in day-to-day management of Haiti and reliant on unilateral application of force to achieve its objectives, two years after troops restored democracy; recent deployment of unit to replace Pres Rene Preval's security detail, underscores Clinton Administration's determination not to let security situation on island unravel, even if it means operating independently of allies, or offending them (M)",1996,FALSE
"263","Philip Weiss article about fanatical 'Clinton crazies' who spend their lives hating the President; crazies include Arkansans like Larry Nichols and Gary Parks, who have developed monstrous view of Clinton as Satan's nephew and see themselves as martyrs; others are conservative and/or conspiratorial reporters like Ambrose Evans-Pritchard of London Sunday Telegraph, who portray Clinton as figurehead for corrupt political organization; others are freelance obsessives, for whom Internet was invented, who see high moral drama in Clinton scandals; prominent here are Hugh H Sprunt and Chris Ruddy, who devote themselves to conspiracy theorists' favorite case, suicide of White House counsel Vincent Foster; influential haters number perhaps 100, but their suspicions percolate to far larger audience; Pat Matrisciana, producer of Christian-right videos, has about 300,000 copies of his Clinton Chronicles video in circulation; photos; diagram on theories about Foster death; fixations seem to reveal less about Clinton than about strain of paranoia abroad in land, and deep distrust of Government and newspapers; Little Rock columnist Gene Lyons notes that, no matter what one thinks about Whitewater case, Clinton does not merit such hatred, except as symbol of what some people fear (L)",1997,FALSE
"264","Algerians, battered by five years of civil war, apparently have approved authoritarian new Constitution that would put end to country's troubled attempt to create open democratic political system; new Constitution would ban Islamic political parties, emasculate Parliament and grant sweeping new powers to Pres Liamine Zeroual; it clearly reflects outlook of entrenched military-backed oligarchy that has ruled Alergia since independence from France in 1962; photo (M)",1996,FALSE
"265","US military's problems in trying to deal with sexual issues discussed in light of recent cases of rape and sexual harassment at Army training centers; photo (S)",1996,FALSE
"266","Speakers on second night of Democratic National Convention in Chicago will include Rev Jesse Jackson, Sens Joseph Biden and John Kerry and Reprs John Lewis and Lynn Rivers; photos (M)",1996,FALSE
"270","Asian investment is increasing in Los Angeles, Calif, mainly from Taiwan, Hong Kong and Indonesia, driven partly by bargain real estate prices in Los Angeles and political uncertainty at home; in last three years, Asian-based companies have bought at least 15 buildings--office towers and hotels--in Los Angeles area, each priced at more than $10 million; photos (L)",1996,FALSE
"271","Saddam Hussein's assault on Kurdish zone in northern Iraq has undermined covert operation by Central Intelligence Agency aimed at overthrowing Iraqi leader, senior Clinton Administration officials say; handful of CIA officers recently fled country as Iraqi forces occupied Erbil; Pres Clinton expanded covert operation in Jan, signing secret order directing CIA to provide weapons, organize some military training and install some intelligence-gathering equipment for fractious groups seeking to unseat Hussein (M)",1996,FALSE
"279","Number of fish raised on farms has doubled in last decade; Federal and industry experts say that salmon is farm-raised in nearly every country with access to cold, deep water, and half shrimp eaten in country comes from farms; treasured bay scallops, found wild in a limited area between Long Island and Cape Cod, are exported by the ton from farms in China; photo (M)",1996,FALSE
"776","Article on moves by Nassau and Suffolk County police departments to increase use of mounted policemen as budgetary constraints make it necessary to cut number of patrol cars; illus (M)",1980,FALSE
"799","NYC Police Dept announces that it plans to spend $2.8 million in overtime to put 400 more officers on streets during high crime months of July and August; Deputy Comr William J Devine comments (M)",1980,FALSE
"800","Ravitch weighs fare increase to pay for increased police security in NYC subways (S)",1980,FALSE
"803","Darien school officials attempt to reassure students at Mather Junior High School as police cruisers patrol neighborhood and officers search woods surrounding school looking for clues in strangulation murder of 13-year-old student James Hafner, illustration of students and principal Gerard Coulombe (S)",1980,FALSE
"811","police and paramilitary units fire on demonstrators, wounding at least 1 protester (S)",1980,FALSE
"823","Stamford, Connecticut, policemen's union pickets to protest statements made by Police Chief Victor I Cizanckas, who was allegedly misquoted in March issue of Law Enforcement News as saying Stamford police were '9% honest cops'; police union president Salvatore Ladestro maintains article had demoralizing effect on force (M)",1980,FALSE
"827","Article on views of George Bush of residents of Kennebunkport, (M), where Bush spends summers (L)",1980,FALSE
"834","Citizens for Clean Air spokesman Stan Pinkwas article urges NYC to reduce traffic congestion in Manhattan's business district; drawing (M)",1980,FALSE
"835","LIRR police officers begin riding trains regularly in effort to stem increasing number of violent incidents against passengers and train crews, first time in LIRR's history such measures have been taken; railroad police chief Joseph Flynn notes 21 arrests have been made in '80, one for robbery and remainder for assault and disorderly conduct; 733 incidents occurred in '79 compared with 548 in '78; illus (M)",1980,FALSE
"836","Analysis: Polish Communist Party is caught in difficult squeeze between demands of workers' movement at home and dictums of Soviet Union (M)",1980,FALSE
"837","article on growing number of Long Island, NY, homes installing alarms to combat rising burglary incidence; photo (M)",1980,FALSE
"839","Miami authorities ask parents to keep children at home on Halloween night in light of Halloween violence in 1979 (M)",1980,FALSE
"843","Article by WBBM-TV, Chicago, Ill, anchorman-reporter Bill Kurtis on increase in illegal heroin smuggling into US; illus (L)",1980,FALSE
"847","Greg Mitchell article on Justice Department's Witness Protection Program, instituted in 1970, to provide security for individuals who offer evidence against members of organized crime; recounts plight of couple who provided evidence against company that was beginning to make connections with organized crime and who have not been treated properly (L)",1980,FALSE
"848","FBI uniform crime report shows 23.1% increase in crime in Long Beach, NY, during first 3 months of '80 (S)",1980,FALSE
"853","Fox, Michael W: The Soul of the Wolf reviewed by John W Miller",1980,FALSE
"855","actress Sophie Schwab, who appears in Barnum, marries talent agent David Rosen (S)",1980,FALSE
"856","House Subcommittee on Environment, Energy and Natural Resources is investigating how eastern Long Island's groundwater supply became contaminated with traces of Temik, Union Carbide pesticide that was in use on Island for 4 years as means of controlling Colorado potato beetle (S)",1980,FALSE
"860","John Darnton article on political, economic, social and international ramifications of 60-day labor revolt in Poland; illustrations (L)",1980,FALSE
"861","Analysis of NAACP finds organization is struggling to modernize itself in effort to regain its position as leader of civil rights movement (M)",1980,FALSE
"862","Safire comments on words 'gridlock' and 'giveback;' cartoon (L)",1980,FALSE
"865","Connecticut Transportation Comr Arthur B Powers reports that average car in state burned only 651 gallons of fuel last year, down 5.1% from '78 figure; state's total gasoline consumption, however, was down only 3%, since there were more cars on road (S)",1980,FALSE
"867","Tad Szulc article examines roots of radical political uprisings in Caribbean that are threatening region with turmoil and revolution; holds Carter Administration views present trend as part of a broad Soviet offensive to win influence over newly independent islands; focuses on Cuban-equipped and trained People's Revolutionary Army in Grenada; map; illustrations (L)",1980,FALSE
"870","NJ Atty Gen John J Degnan says organized crime has grown stronger in Atlantic City since start of casino gambling, legislative hearing on Gov Byrne's proposals to revamp commission in wake of MacDonald's resignation; Degnan por (M)",1980,FALSE
"871","article on Dem aspirants; discusses their campaign styles and issues that they are emphasizing (M)",1980,FALSE
"874","Comment on changes in Cleveland (Ohio) in last 6 months; notes fiery and often controversial leadership of former Mayor Dennis J Kucinich has been replaced by placid presence of Mayor George V Voinovich; notes change has cleared air of constant political infighting that marked much of Kucinich's administration; Voinovich's financial recovery plan discussed (L)",1980,FALSE
"878","Sen Edward Kennedy's stand on energy issues summarized (S)",1980,FALSE
"881","Winters interviewed; portrait (S)",1980,FALSE
"883","John B Anderson is only one of 7 Republican Presidential aspirants in Manchester, NH, debate, who does not favor increased military strength (M)",1980,FALSE
